job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
15855,Software Engineer - Frontend,"US, CA, San Francisco",Engineering,,"Premise is building a novel information-gathering network on a global scale. The network harnesses the explosion in mobile technology, combined with sophisticated machine learning capabilities, to aggregate observations from users all around the world to deliver business, economic and human development data in real-time. We are growing the platform to sufficient scale where it will deliver any user-observable information on demand, whether that is the price of food staples at a Mumbai street market, or the length of a queue at a Walmart de México parking lot.We’re a fast-growing startup -- bolstered by the backing of significant ‘smart money,’ but still young enough such that you’ll be a core member of the team that is reinventing how the human race understands its own economic activity. We’re being helped in our mission by Silicon Valley’s most creative and disruptive investors: Social+Capital Partnership, Google Ventures, Andreessen Horowitz and Harrison Metal.Bottom line, this is an opportunity for someone who (1) wants to build something meaningful at a fast-growing and mission-driven startup, (2) wants to contribute to the amazing, messy evolution of the open-source ecosystem, and (3) actually cares about social good enough to make Premise a permanent part of their resume.Read more about Premise * TechCrunch: #URL_381f76dfce96ab77e6fe5181ebb500e6c1bcba003861c737f3c721b47d9a2b17# * New York Times:#URL_faf9a8fdc4802642fd81e7b36325164b67f939328bd86c959018f1db1d4ec784#?hpw&amp;rref=business&amp;_r=1&amp; * Wired: #URL_b80f608b08c2ba4ae61aa641ed4d73de557d09c00692ceba27a5cf8c44a6bf96# * The New Yorker:#URL_42671b5464823a632cd07ad33ae34c9d33d88a4f36aefcb6aadc87e40f9b6e16# * The Atlantic:#URL_ff8989377bd24ee8d51289196a427f4ddcbebccf08409ba4f2944721192e671d# * MIT Technology Review:#URL_78f5a144ee0c4e1f2fa86473817f5623350989c3c7d0493d5e71157aa5f7380d#","ResponsibilitiesBuild frontend applications that drive client-reporting experience &amp; admin-consoles, data-visualization &amp; configuration-managementCollaborate with UX designers to create a fast &amp; intuitive HTML5  experience &amp; execute pixel perfect designsCollaborate with backend engineers to ensure a fast, accurate &amp; relevant client-experienceOwn release and quality assurance of frontend components, automate testing infrastructure &amp; analytics","Required QualificationsExperience developing, releasing, and maintaining HTML5 Applications (send us links to your portfolio)BS in Computer Science or equivalent work experience2+ years of experience in developing frontend applications using HTML5, CSS, D3.js &amp; tools such as jQuery, #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659#, #URL_9078e8368d89dcdbf1ed26064be556e5b47144133bf647a7deaa954f8ec0bdb4#, Grunt &amp; SeleniumExpert-level understanding of the web-browser, mastery over Javascript languagePassion for learning and sharing knowledge with the team around youBonus QualificationsExperience building responsive mobile/web applications with HTML5 as well as server-side components using Python, Ruby, Java, Scala, MySQL or similar technologiesExperience building consumer products using Facebook, Twitter APIsPassion for creating mobile products; personal projects or other work on the Chrome Web Store (send us links to your GitHub repos)Android/Phonegap, Adobe Photoshop, Adobe Illustrator",,0,1,0,Full-time,,,,Engineering,0
4565,Used Car Sales Representative,"GB, LUT, bedfordshire",Sales,14000-40000,"Aspex RecruitmentWe are a Fixed Fee Recruitment Company providing expert employment services throughout the UK. Being an independent we are able to tailor our services to our clients and candidates requirements. Delivering the highest level of personalised service within the permanent staffing arena.  Aspex Recruitment endeavour to provide a concise and professional recruitment service to each individual client, focusing on offering the best client and candidate experience within the recruitment and job hunting marketplaceCandidatesInclude helpful advice and guidance on how to perfect your CV.From clients and business partners we take full job specifications, including essential skills and requirements relating to your experience, desirable skills, education and qualifications along with the ideal candidate personality to match the company culture and environment. We will provide you with career guidance and support.We strive to ensure complete Client/Candidate satisfaction, through our ongoing involvement at every stage.ClientsWe understand our clients needs go beyond the simple fulfilment of a vacancy. As an independent agency, we can be more flexible and tailor our recruitment services to the client’s individual needs. We approach every vacancy as a truly constructive resourcing partner, providing professional advice and resource planning to ensure your recruitment process marks the beginning of a successful relationship.We have an impressive database of candidates on standby for interviews and ready for immediate starts.","Car Sales Executive Luton £35,000 OTE + Company Car + BenefitsOur client are experiencing a period of continued growth and now have additional positions on their sales team, for an experienced New &amp; Used Car Sales Executive. They offer excellent career development opportunities along with realistic earning potential of £35,000 per annum.If you are seeking a dynamic environment, along with working for a household name.  Please Apply TodayInterviews to be conducted at our clients Luton DealershipCar Sales Representative Job DescriptionWorking towards and achieving agreed prospecting targetsActively selling, finance / credit packages, warranties and insurancesFollow-up and process all enquiries and leads from such eventsDemonstration of the car's features during the vehicle handoverProcessing proposal forms, ensuring all information processed correctlyTargets  new and used car sales - Gap InsuranceApplicationsIf you wish to be part of their dynamic teams, with a desire to learn and experience more about our clients’ innovative new products please click the link provided, please ensure your CV is up to date and includes a daytime contact telephone number and email.Aspex RecruitmentCar Sales Executive, Car Sales Representative, Vehicle Sales Consultant, Direct sales Executive. ","RequirementsCar Sales Skills EssentialYou will possess over 12-18 months New Car sales - Used Car sales -This is a fast paced sales role, a desire to achieve targets is essential.This is a fantastic opportunity for the right person and will provide you with a long term career and fantastic earning potential.","£14,000 SalaryOTE £35,000 - £40,000Nationwide companySuperb Benefits PackageCompany CarUnrivalled manufacturer TrainingSuperb working environmentStaff incentivesCar Sales Reps Apply Today!",0,1,1,Full-time,Associate,High School or equivalent,Automotive,Sales,0
17856,Android Engineer,"US, CA, San Francisco",Engineering,,"Shyp is the easiest way to send anything, anywhere.Here at Shyp, we’re building the #1 brand consumers and small businesses trust for shipping their packages, and in the process fundamentally disrupting a 220 year old #URL_5e3cdedac8b912c62b6523c7af01360e03d0cb98631134035b2ddbaecdee14dd#’re building a customer-centric organization that encourages customer service to permeate the decisions and attitudes of the entire company. Our culture is collaborative, focused and fast-paced. We have an incredible team and are well funded by some amazing investors. Come join us.","What we're looking for:You've been an integral player in a handful of apps that have hit the market place. You thrive on a strong feeling of ownership of the product you're working on. This drives you to constantly improve your craft and take things to the next level. You've never let not knowing a language, framework, or any technology, for that matter, hold you back. You're not afraid of the unknown because you've built the unknown before, it's what has molded you into a champion.","Track record of developing native Android applications with robust UX accross devicesDeep knowledge of the Andoid SDK Experience releasing and maintaining projects in the app marketplaceStrong skills integrating apps that utilize RESTful web servicesExperience writing multi-threaded, asynchronous codeWorked on collaborative software projectsExperience writing unit tests and testable codeKnowledge of performance tools and optimization techniquesFind simple, elegant solutions to hard problems.Excellent problem solving, critical thinking and communication skills",,0,1,0,,,,,Engineering,0
14988,Receptionist | Administrative Assistant,"US, SC, Mount Pleasant",,14436-28000,"Finally, Picture This in Charleston is the first dealership marketing company that completes the marketing process for Dealers by literally converting inbound inquiries into on-site appointments inside our marketing center in Mount Pleasant, SC.  Our marketing center not only works tirelessly to generate leads for dealerships, but also monitors the leads and helps convert them into appointments on the lot for dealership clients all around the Southeast.Likewise, Picture This in Florence is an all inclusive merchandising service for Car Dealerships of all sizes, covering the entire Pee Dee and surrounding areas.  Picture This begins the marketing process for dealers on the lot, by taking high quality photos and videos of vehicles as they come in, setting them up with window stickers, and then getting vehicles in-line and ready for buyers.Picture This follows up this merchandising process by funneling vehicles into a Digital Marketing system for Dealerships that uses vehicle pictures and video from the lot to drive customer interest online via dealer websites, social media, search engines, and other online strategies.","Picture This is an internet marketing firm that assists clients with inbound sales leads. Our center provides front-line support to answer the clients' calls and direct them to the correct person or department. The Receptionist position plays a key role as we help our clients manage their sales process, as he/she will make sure each incoming call is received by a live, professional, friendly individual who sets a positive tone for the customer's interaction with the rest of our team. Job Details:- High volume marketing inbound call center based in Mt. Pleasant, SC- Fast paced environment requiring excellent multi-tasking skills- Answer all incoming calls within 3 rings and connect callers to appropriate department- Efficiently operate office equipment such as scanners, copiers, telephones, and computers as needed- Part time with the opportunity to become full time- Work 5 hours per day 5 days a week (Mon-Fri and every other Saturday)","A brief written paragraph introduction or cover letter is required below- Ability to clearly enunciate and a strong command of the English language- Professional and pleasant demeanor - High school diploma or GED- Six months in an administrative, clerical or receptionist role with responsibility for answering company phone lines- Excellent written and verbal English communication skills- Clear and pleasant telephone manner- Professional appearance- Knowledge of MS Office products including Word, Excel, PowerPoint and Outlook a Plus- Ability to learn software and other online programs, comfortable with internet/software based information systems",- 9.25 per hour- Opportunities for raises and/or increase to full-time,0,1,0,Part-time,,Unspecified,Marketing and Advertising,Administrative,0
16041,Junior Web Developer ,"CA, ON, London",,,"HRdownloads was founded in 2008, and since that time has evolved to become the leader in delivering strategic Human Resources solutions across Canada. We have been recognized over multiple years for both our business achievements and workplace culture, receiving Canada’s Best Workplace Award, Profit’s Hot 50 and the Thrive Award. ","HRdownloads is a web-based, online human resources company located in London, Ontario. Currently the fastest growing human resources company in Canada, we are looking to add a Junior Web Developer to our exceptional IT team! Recognized as one of the nation’s best workplaces and noted for our unique and engaging culture, HRdownloads continues to grow and wants you to be part of our award-winning team!  The OpportunityWe are seeking a skilled Junior Web Developer to handle web development for all of our business units, our corporate web site and other web-based applications. This will include the use of specialized software tools to design, develop, and produce PHP-driven HTML pages and other web content as required. The Web Developer will also work directly with project stakeholders to ensure web-based applications meet business and user requirements by coding new web applications, as well as supporting current solutions.Key qualities include the ability to work effectively in a collaborative team environment and the ability to work well under pressure and to multiple deadlines while maintaining excellence. Our ideal candidate will possess an up-to-date knowledge of trends and current best practices and will exude ambition and a love for web development. ","The RequirementsUniversity or College degree/diploma in Computer Science or Information Systems preferred. In lieu of a degree/diploma an acceptable combination of education and experience will be considered.Previous experience/proficiency with HTML, CSS, PHP and JavaScript is a must.Experience with web development platforms and languages, such as ASP, #URL_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a#, VB.NET and SQL is preferred.Experience with Joomla!, Drupal or other content management systems is preferred.Solid understanding of web architectures, user-centric design, and usability testing.Experience building multiple web sites of increasing complexity, including e-commerce sites.Knowledge of database-driven web site design.Knowledge of web servers (e.g. Apache).Effective written and verbal communication skills.Self-motivated, able to work independently and as part of a team.Effective deadline management and project management skills with the ability to remain flexible to changing deadlines and requirements.Detail oriented with a strong customer service focus.","Compensation is based upon a competitive salary and a comprehensive benefits package.Please note: In order to qualify your resume and determine suitability for the role, you may be required to arrange personal reference checks with former supervisors/managers. ",0,1,1,Full-time,,,Human Resources,Information Technology,0
128,Pharmaceutical / Compound Sales Representative- Georgia,"US, GA, ",Sales,,"United Med Force was created due to the high demand for elite sales professionals in the healthcare industry. United Med Force has rapidly become the trusted leader in medical device and pharmaceutical sales distribution. It has successfully partnered with world-class physicians in various markets, providing them with the most advanced products in the industry. Our company prides itself on 3 main principles: Innovative product portfolio, professional product expertise, and unparalleled customer service. Today as a national sales organization, we service leading healthcare providers and institutions. Our success can be mainly attributed to our elite sales professionals. United Med Force has abandoned the age old training method, which is comprised of a quick one week product overview followed by releasing the reps out on the field unprepared. Our unique training approach involves in depth and continuous product and self development tools that equip our sales professionals to become market-share leaders in their respective territories. Our dedication to becoming the top sales organization, passion in our craft, and hunger for providing valuable solutions is why we are one of the fastest growing medical sales companies today. Our goal is to bring highly differentiated sales professionals to every market across the country.","Are you currently a Medical Device/Pharmaceutical Representative?Are you currently a Compound Pharmacy Sales Representative looking to partner with a pharmacy that has the highest approval ratings with insurances, while at the same time earning higher commissions?Do you call on or have existing relationships with Orthopedic, Pain Management, Podiatrist, Neurologist, Rheumatologist, Internal Medicine, General Practitioner, or OBGYN Physicians?If so, our company has a great opportunity for you to maximize your earning potential based on your current relationships. Extremely lucrative opportunity for the reps that are able to influence their network of physicians.We carry a trans-dermal topical cream that is clinically superior to the competition, easy to process for physician's office &amp; provides ""patient-first"" service.Commission based position.","• Successful Medical Device, Pharmaceutical, or Compounding sales experience• Strong existing relationships &amp; network of Physicians• Ability to understand and explain new products• Diligent, personal &amp; time management skills• Ability to work successfully as an independent 1099 representative• Ability to develop new business and expand relationships with existing customers• Consistent written and oral communication skills• Must have a valid driver's license• Must have a mobile phone, a computer and internet access• Must represent company in a highly professional and ethical manner• Ability to use Microsoft Office (Word, PowerPoint, Excel)",• Ancillary product that will compliment your existing call cycle without leaving current position• Top commission rates in the industry• Highest approval rates with insurances in the industry• Unique training program that will maximize your knowledge in shortest amount of time• Live Script Tracker with full transparency that shows real time reimbursement from insurances.• Our top representatives make over $350K/ year,0,1,1,Full-time,Associate,Unspecified,Pharmaceuticals,Sales,0
6386,Mid-Senior Level PHP Developer,"US, NY, Brooklyn",IT,70-100,"Focus Camera is a family owned and operated nationwide specialty on-line retailer.  Our roots are in a brick-and-mortar retail, operating in the same New York neighborhood location for over 40 years. We have taken our consumer-oriented philosophy that has served us well in our local community, and expanded it to serve customers nationwide.Customer Service is our #1 priority. We make customers; not just sales. Our customers are our investment. “Treat every customer as if they sign your paycheck…because they do.” This has been our credo, and it is for this reason that many of our orders are from repeat customers.We carry a wide range of all brand-name photographic products, including digital cameras and camcorders, digital frames, and photo printers.  In addition, we carry consumer electronics, optics equipment such as binoculars and telescopes, and some kitchen and home appliances.Our prices are very competitive. We sell only top-quality merchandise, and our customer service is second to none. Join our family of satisfied customers, and you will be glad you did. In fact, our best advertisers are our satisfied customers, more than 400,000 strong, and growing daily.",Brooklyn based eCommerce Company seeking Full Time In House Mid – Senior level PHP Developer. You will be responsible for supporting and enhancing our Multi-store Magento platform and inhouse applications. ,PHP OOPMagento eCommerce PlatformKnowledge of PHP Frameworks such as Zend or CodeigniterMVC Design experienceRest/Soap APIsMYSQL and MSSQL,,0,1,1,Full-time,Mid-Senior level,,Internet,Information Technology,0
5043,Senior Front End Engineer,"US, CA, San Francisco",Engineering,,"AGOGO creates a personalized audio channel by bringing together your favorite programming -- news, entertainment, sports, and more -- with your premium music services, personalized traffic, audio books, video programming, and much more. Curated from the freshest, most trusted sources, AGOGO helps you make the most out of every waking moment.AGOGO is looking for people who are media aware, know technology inside and out, who are ambitious, a team player, and looking to grow with a company.","About AGOGOAGOGO is a personalized audio service that brings together your favorite programming -- news, entertainment, sports, and more -- with your premium music services, personalized traffic, audio books, video programming, and much more. Curated from the freshest, most trusted sources, AGOGO helps you make the most out of every moment, by channeling your world.You AreWe are looking for a great front-end developer who is also comfortable in the full stack. You will be working closely with designers and other developers working to bring the AGOGO experience to the web. This is an opportunity to create an awesome web experience that influences the way that we navigate and consume audio content. If you are interested in creating a standards-based, multimedia experience on the web using cutting-edge frameworks and development methodologies, this is for you!What You'll Be DoingImplementing, and maintaining features for our internal and consumer-facing web applications.Working with the Product and Design teams to design and spec new functionality.The Ideal CandidateYou have 3+ years of web development experience.You are proficient writing HTML5 web apps and have written enough JavaScript to love it.You have experience working with Ruby on Rails and are eager to learn more.You have experience implementing responsive designs for different screens and devices.You have experience with writing features specs and unit tests.You have an eye for design and can share the vision for the product.You have a strong desire to learn new languages and technologies.",,,0,1,0,Full-time,,,Computer Software,Engineering,0
4863,Sr. Security Developer,"US, NY, New York",,,"We design, deploy, and maintain advanced technologies that enable our customers to achieve operational excellence at substantial OpEx savings. Our core strengths include a concentration on networks, their security &amp; optimization with a laser focus on redefining the fulfillment experience. We are driven to add value at every step by providing access to inventory, streamlined credit, integration with your procurement organization and real time status information. These are all reflective of our value-added philosophy.We have developed solutions for leaders from Wall Street to the Web. What makes us different is our concentration and commitment to exclusive relationships with leading vendors.","We are looking for highly skilled developer with security background to join a fast-paced, dynamic and challenging environment managing a global cutting edge security infrastructure. The role is for an expert with Kerberos, authentication technologies and protocols in general, and Unix system security. The ideal candidate must have a very strong technical foundation in networking and Unix systems. This is a deeply technical role requiring enterprise experience and suited to a true product/subject matter expert.We're seeking extremely motivated, self-directing individuals that demonstrate a natural curiosity and innate interest in technology and security. All candidates must possess a sincere interest in the technological beyond their day to day work responsibilities. Candidates must demonstrate very strong conceptual understanding of security and networking and the ability to work in a global team environment.This is for direct full time employment in midtown Manhattan. Salary is open, based on experience.","Practical Knowledge &amp; Experience:Solid understanding in one or more: Kerberos, RADIUS, SecurID, identity managementSolid understanding of common network and system attack methodsSolid understanding of security best practicesExpert level PERL programmingStrong C programmingStrong Unix system backgroundStrong knowledge of Unix networking (sockets)Solid understanding of IP networking (TCP/IP and standard services)Interoperability between Unix and Windows authenticationChallenges in identity managementKnowledge of SPNEGO, SAML, single-signon, multi-factor authenticationAbility to write technical and operations documentationAbility to describe technical concept verbally and on paperExcellent communication skills, both spoken and written","At Fivesky, our employees are our greatest asset and the focal point around which we operate, therefore, we always want the best for our employees.  In addition to offering competitive compensation plans and long-term career opportunities.  We offer an attractive mix of benefit plans to our employees that include: a health plan, 401k, provisions for vacation, holiday pay, and sick days.  Employees qualify to join these plans and other sponsored benefits after 90-days of employment.Fivesky is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, genetic information or any other characteristic protected by law.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,,0
16894,25 CLIENT SUPPORT OFFICERS HIRING : IMMEDIATELY PLACING,"US, NC, Raleigh",,,"LEI Home Enhancements, is an Ohio based company that has been installing windows, siding, doors and decks in homes throughout the Tri-state, Dayton, Indianapolis and Columbus for over seven years.With pride in our work, honesty and integrity in our professionalism and a companywide dedication to customer satisfaction, we offer a wide range of remodeling services to homeowners.Whether your project is large or small, we understand the trust and confidence each customer places in our skilled hands.  That's why we use only superior quality products and exceptional craftsmanship to achieve long-lasting beauty, performance and value for your home.  We take every measure to carefully ensure our craftsman are properly trained in all phases of home improvement.  Likewise, our sales staff and customer service representatives draw upon their years of experience for quality installations.From day one, we will welcome any questions and concerns you may have during the renovation process.  It is our goal to provide you with beautiful and practical home improvements that will stand the test of time, along with the peace of mind that you have made an excellent selection for your home.","DescriptionLEI Home Enhancements is hiring for ENTRY LEVEL customer service positions. We have an aggressive expansion plan laid out and are looking to find a person who would love to work in a fun, competitive, positive-minded environment.What We Do:LEI Home Enhancements is a marketing firm that deals with home improvement products.Why We Are Hiring: We are located in 8 cities and expanding to 15 this year. Therefore, our goal is to find a few people to  help in our expansion efforts. The people we hire will have a chance to get in entry level management training within the next 2 months and have unlimited growth opportunity.","Our Management Training Program focuses on the following areas:Sales and Marketing Leadership Skills Effective Communication Techniques Marketing Campaign Roles Sales Strategies Team ManagementRequirementsWho We're Looking For: You must possess great people skills. You must demonstrate excellent work ethic. You must have a positive business attitude like the rest of our enthusiastic staff. You must be confident you'll be successful, just waiting for a career opportunity where you can prove yourself.",BenefitsWe Offer: Weekly Base plus commissions (approx $18-$22 an hour plus commissions) Paid training Full Benefits,0,1,0,,,,Consumer Services,Customer Service,0
2361,Junior Account Manager (f/m),"DE, HH, Hamburg",Account,,"Goodmates is a studio for digital communication with the three main pillars strategy, conception and design. We believe in marketing in a digital world.","Manage and implement innovative solutions for our mostly digital oriented clientsLead projects with a structured approach and ""healthy paranoia""Support the management team with the preparation of presentations and pitches",Degree in Economics or Communication Sciences or equivalent educationAt least one year of relevant work experienceExperience and safety in controlling budgetsAbove-average flair for clients and brandsPassion for good advertisingStrategy and presentation skills Understanding of integrated communication conceptsAbility to solve problems creatively and effectivelyPassion for technologyHigh degree of pro-activeness and motivationEnjoys working in a team environment,Get to be part of something amazing. With real impact. Now.,0,1,0,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Advertising,0
10548,Designer (Senior and Junior),"GB, , London",,,"We believe cities are complicated. And your mobile device should save you from the everyday challenges of living in them.We're a small dedicated team based somewhere in London with backgrounds in transport, Google, apps, design, investing and academia. We're venture capital backed by a number of fancy pants investors including Balderton Capital, Index Ventures, Greylock Partners, Connect Ventures as well as some angels.We're motivated by solving hard fundamental everyday problems that improve the quality of people's lives. We like simplifying complexity, reinventing user experience, working with data, shipping fast, and humanising a serious space.We're hiring now!","We're a design driven company building one of the most important apps on mobile (iOS, Android) and the web. This is an opportunity to be part of a small team reinventing a category, and to affect the everyday life of active users around the world. - Cover a broad range of skill sets: interaction design, UX, visual, information, data, marketing.- With strong focus and interest in mobile UI and data-driven information design.- On all platforms (iOS, Android, Web) including future ones (kiosks, wearables).- Experience/ familiarity working with engineers and software cultures. - Care about the city, mobile, open data, transport, creativity, culture, building great user experiences.- Understand and extend our brand style and voice.- Broad knowledge of design / prototyping tools.",,,0,1,1,,,,,,0
3789,Work at Home - Business Owner,"AU, NT, ",,,"We are looking for passionate individuals who will partner with us and ensure the long-term success of our business and their own.This business is suited to Sales professionals, Executives, Entrepreneurs, Retired business owners, Couples wishing to work together, Stay at home parents, Single parents, Baby boomers, anyone over 18 years of age who wants to improve their lifestyle and income. Experience is not essential but the mindset of a professional and the openness to seek new opportunities in Personal growth and financial independence is a must.We will work very closely with you to teach you step by step how to become successful. You will grow, learn and develop as you work towards becoming financially free. You will receive full training &amp; ongoing mentoring. You will be in business for yourself, but not by yourselfYou will need to commit yourself to at least 15 to 20 hours a week.Please only apply for this opportunity you have a strong desire to create wealth and if you are serious about starting your own business from home.Also note: starting your own business requires capital investment both initially and on an ongoing basis.","We are looking for passionate individuals who will partner with us and ensure the long-term success of our business.This business is suited to Sales professionals, Executives, Entrepreneurs, Retired business owners, Couples wishing to work together, Stay at home parents, Single parents, Baby boomers, anyone over 18 years of age who wants to improve their lifestyle and income. Experience is not essential but the mindset of success and the openness to seek new opportunities in Personal growth and financial independence is a must.We will work very closely with you to teach you step by step how to become successful. You will grow, learn and develop as you work towards becoming financially free. You will receive full training &amp; ongoing mentoring. You will be in business for yourself, but not by yourselfYou will need to commit yourself to at least 15 to 20 hours a week.Please only apply for this opportunity you have a strong desire to create wealth and if you are serious about starting your own business from home","Computer, TelephoneYou will need to commit yourself to at least 15 to 20 hours a week.Also note: starting your own business requires capital investment both initially and on an ongoing basis.","• Potential to earn an executive level income • Full training &amp; support from experienced professionals • Work from anywhere in the world with your laptop &amp; phone • Simple 3 Step System • Ability to earn immediate income • Unlimited income potential / highly profitable • Fun, rewarding &amp; engaging • No monthly products to purchase, no cold calling or contacting your family or friends",0,1,1,,,,,,0
14739,Sale Representatives,"US, IL, Chicago",,,"Providing luxurious menswear such as suits, shirts, neckwear and accessories for the tailored gentleman. ","Sales Representative Job Purpose: To serve customers by selling products and meeting customer needs.Sales Representative Job Duties:Services existing customers, obtains orders, and establishes new customers by planning and organizing daily work schedule to call on existing or potential sales Submits orders by referring to price lists and product literature.Keeps management informed by submitting activity and results reports, such as daily call reports, weekly work plans, and monthly and annual territory analyses.Monitors competition by gathering current marketplace information on pricing, products, new products, delivery schedules, merchandising techniques, etc.Recommends changes in products, service, and policy by evaluating results and competitive developments.Resolves customer complaints by investigating problems; developing solutions; preparing reports; making recommendations to management.Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.Provides historical records by maintaining records on area and customer sales.Contributes to team effort by accomplishing related results as needed.",Our website is under construction. Take a moment to review the products we offer via Instagram (@alonzo_gregory). #URL_72ce1df7ac19ca874c46ac6dea942a643783ab5c589d68b84fcc6cc077ef810a# ,"GREAT COMMISSION ONLY TERMS- Total Sales Per Month (Commission Rate) - $1 to $49,999 - (12%) $50,000 to $74,999 - (14%)$75,000 to $124,999 - (16%) $125,000 or more - (18% + 3% Quarterly Bonus)",0,1,0,Full-time,Mid-Senior level,Unspecified,Retail,Sales,0
9646,iOS Senior Software Engineer,"EG, ALX, Alexandria",iOS,,"BADR is an established company that is striding in to the world of big-data with formal expertise and the right technology for the job. Our vision is to become the leading big-data visualization and analytics services provider in the Middle East, and this is a goal that we strongly believe to be reachable. With a dedicated team and the tools required, we plan to change big-data in a big way.Despite our relative freshness to the field, we have the advantage of a dedicated and experienced team. Our team is a family at Badr and company culture is very important to us. We have a jolly band of geeks in the office who are all working towards a common goal. Our diverse and varying team all have a wealth of skills and knowledge that they bring to the table and this diversity helps exponentially in our ability to take on any challenge that we are faced with.Looking to the present as well as the future, our company is extremely dedicated in helping our youth and local communities in any way that we can. We frequently hold sessions educating the youth on the modern business world and the skills that they will need in it. It is our goal to equip our young adults for the future that they’ll be shaping and this is a cause that is very important to us. ","If you are a Senior Software Engineer with extensive Cocoa experience, please read on!We are seeking to hire a Senior Software Engineer to design and develop advanced features and help take us to the next level!! Responsibilities:Design and develop advanced features for iOS developers and for our technology platform using your Mac OSX and iOS development skills.Work on ""plugins"", and/or ""libraries"" for IOS apps as well as a Mac desktop that both interact heavily with our server API. Create designs for complex features and communicate them effectively with both technical and business folks.Write well documented, highly maintainable code.Use your talent for innovation, problem solving savvy and technical skills to transform complex concepts into clean, easy to use features for a variety of global audiences.- Use your excellent communication and interpersonal skills to drive on time completion of your own and team tasks in an Agile environment.Be our iOS expert.Work well within a small, highly performing, team.Nice to have some UI/UX skills on the client app side so we don't build ugly, clunky apps.A bonus would be Windows and Android since we will be supporting those platforms in the future. Design and develop advanced features for iOS developers and for our technology platform using your Mac OSX and iOS development skills.Work on ""plugins"", and/or ""libraries"" for IOS apps as well as a Mac desktop that both interact heavily with our server API. Create designs for complex features and communicate them effectively with both technical and business folks.Write well documented, highly maintainable code.Use your talent for innovation, problem solving savvy and technical skills to transform complex concepts into clean,easy to use features for a variety of global audiences.Use your excellent communication and interpersonal skills to drive on time completion of your own and team tasks in an Agile environment.Be our iOS expert.Work well within a small, highly performing, team.Nice to have some UI/UX skills on the client app side so we don't build ugly, clunky apps.A bonus would be Windows and Android since we will be supporting those platforms in the future. ","At Least 3 Years of experience and knowledge of:Strong Cocoa + Cocoa frameworks experience.Writing apps for Mac OS X.Objective-C programming.API's with iOS.Client-Server Architecture.Mobile UI development.Apple iOS/Mac platform.Writing interfaces for C and Object Oriented Languages (Objective-C, C++, Java).Good working knowledge of XML.Experience using Version Control - GIT or CVS.",,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Engineering,0
10280,Customer Service Rep (Video Games),"US, MO, Maryland Heights",CS,0-0,"Controller Chaos opened for business in early 2008 to fill a void we saw in the gaming world - quality modded controllers. Our goal wasn’t just to provide gamers with quality controllers that were outfitted with all the latest technology, we wanted to provide gamers with the largest selection of modded controllers AND back it with exceptional customer service.Since then, we have grown almost as quickly as our customer base has. We have established ourselves as an industry leader and are accredited by the Better Business Bureau as a registered corporation in the state of Missouri. ","We are a small dot com start-up based out of Maryland Heights Missouri seeking customer service associates for the holiday season (Oct-Feb). This is a full time position (with overtime) and open immediately.Job Description:- Handle incoming emails, live chat, and phone calls- Keep records of customer interactions, transactions, recording details of inquiries- Work with production team to resolve any issues with specific customer orders.- Other job duties as assignedCandidate Requirements:- Knowledgeable with FPS Games (Call of Duty,Battlefield, Etc)- Knowledgeable with XBOX/PlayStation consoles- Call center or equivalent phone/email experience- Typing: 45-60 WPM (Words Per Minute)- Excellent verbal, written and skills- Effective email, phone, and computer skills- Self motivated and quick learner- Pass background and drug screening- High School Diploma- U.S. Citizenship or Permanent Resident.Working Environment:- Opportunity for advancement- Work casual atmosphere- Casual dress- High energy / fast paced environmentHours &amp; Compensation:- Monday - Friday (Overtime and Weekends If Needed)- Hourly Wage: $9.50 hour About Our Company:Controller Chaos specializes in custom built controllers for the Xbox and PlayStation consoles. We are on the bleeding edge of the latest technical advancements in the video game industry.",,,0,1,1,Full-time,Entry level,High School or equivalent,Consumer Services,,0
